Date,AAPL,BA,GOOGL,JNJ,JPM,MSFT,T,TSLA,WMT,XOM,^GSPC
02-01-2018,40.30418396,282.8863831,53.22063065,110.7641602,86.34089661,78.87034607,16.0877285,21.3686676,28.91442299,58.58042145,2695.810059
03-01-2018,40.29714966,283.801239,54.12862778,111.8222733,86.4288559,79.23743439,15.71621132,21.14999962,29.16664124,59.73095322,2713.060059
04-01-2018,40.48432541,282.7243958,54.33888626,111.8143082,87.66700745,79.93481445,15.86231518,20.9746666,29.19303703,59.81362915,2723.98999
05-01-2018,40.94525909,294.3222961,55.05943298,112.737114,87.10422516,80.92584229,15.92075634,21.10533333,29.36606789,59.76540375,2743.149902
08-01-2018,40.79318619,295.5707703,55.25382614,112.8803635,87.23286438,81.00843811,15.96667576,22.42733383,29.80012321,60.03407669,2747.709961
09-01-2018,40.78850555,303.4614868,55.18340302,114.6702957,87.67507172,80.95336914,15.92504406,22.24600029,29.44231606,59.7791748,2751.290039
10-01-2018,40.77914429,305.2055359,55.05199814,114.5350876,88.6398468,80.58633423,15.55548382,22.31999969,29.2311573,59.30379486,2748.22998
11-01-2018,41.01077271,312.6959839,55.14670944,115.1874008,89.11419678,80.82492828,15.4960165,22.53000069,29.33380508,59.88940811,2767.560059
12-01-2018,41.43426132,320.4057312,56.0690918,115.9591141,90.58551025,82.21970367,15.67442226,22.41466713,29.58308983,60.29586411,2786.23999
16-01-2018,41.2236824,319.4050903,56.07156372,116.8342056,90.26389313,81.07265472,15.59796143,22.67066765,29.53030968,59.91696167,2776.419922
17-01-2018,41.90454865,334.5100403,56.48812866,116.9296875,90.84275055,82.71524048,15.65318584,23.1439991,30.11980057,60.62656403,2802.560059
18-01-2018,41.9419899,324.1700745,56.33291245,116.8819656,91.05984497,82.67851257,15.78061962,22.97133255,30.58904457,60.23387146,2798.030029
19-01-2018,41.75481033,321.8542786,56.70632553,117.2320023,90.8588562,82.58677673,15.80610752,23.33466721,30.67409706,60.04096985,2810.300049
22-01-2018,41.41320419,322.1116333,57.73085403,117.8524857,91.92012787,84.06417084,16.08646202,23.43733215,30.92631721,60.79881668,2832.969971
23-01-2018,41.42257309,319.8148804,58.32643127,112.8326111,91.82364655,84.33023834,15.79761219,23.51933289,31.05829239,60.83324051,2839.129883
24-01-2018,40.76276398,318.9572144,58.08443069,113.0235214,92.99747467,84.2568512,15.72539425,23.0593338,31.02602005,60.99171829,2837.540039
25-01-2018,40.03511047,326.9813843,58.6224823,114.8771515,93.02157593,84.72484589,15.90805721,22.50933266,31.26358986,60.88146591,2839.25
26-01-2018,40.12870026,327.0862427,58.89126587,115.6169968,93.52003479,86.31237793,16.06521797,22.85666656,31.78854942,61.31550217,2872.870117
29-01-2018,39.29809952,324.7990112,58.83770752,114.30439,93.42357635,86.18386078,15.82735157,23.30200005,32.12876511,60.63344574,2853.530029
30-01-2018,39.06646729,321.8352051,58.38594437,113.3099213,92.54722595,85.10107422,15.90380669,23.05466652,31.59499741,59.78606796,2822.429932
31-01-2018,39.17408752,337.7120972,58.62644958,109.9367981,92.99747467,87.18409729,15.90805721,23.6206665,31.26358986,60.14431,2823.810059
01-02-2018,39.25598526,340.1612854,58.59521103,111.3926773,93.96227264,86.49590302,16.63443184,23.28333282,30.9468441,61.36374283,2821.97998
02-02-2018,37.55265427,332.5087585,55.50127792,109.5310898,91.87991333,84.22013855,16.17141724,22.91666794,30.64182663,58.23594666,2762.129883
05-02-2018,36.61442184,313.4203491,52.68406677,103.7315369,87.47406769,80.75150299,15.55972767,22.20866776,29.35433578,54.92215347,2648.939941
06-02-2018,38.1445961,324.8848267,53.77703476,104.877121,90.13525391,83.8072052,15.64469051,22.26466751,29.59189224,53.97832108,2695.139893
07-02-2018,37.32803345,331.7558594,52.33793259,104.5509491,90.746315,82.22887421,15.68716812,23,30.16379166,53.00691605,2681.659912
08-02-2018,36.30089188,315.7144775,49.97248077,100.5254745,86.73436737,78.00778198,15.10946655,21.01533318,29.33380508,52.40754318,2581
09-02-2018,36.74491882,318.7503357,51.88467407,103.0473633,88.47098541,80.91666412,15.31335926,20.69466782,29.14317322,52.74161148,2619.550049
12-02-2018,38.22494888,329.2562866,52.295784,103.6360626,89.83778381,81.788414,15.44929123,21.04866791,29.19597054,53.18704224,2656
13-02-2018,38.60787582,328.6433716,52.27494812,103.3894501,90.39253235,82.4307785,15.54699135,21.57733345,29.61535835,53.10351563,2662.939941
14-02-2018,39.31969833,330.2618408,53.1953392,103.1587524,92.48292542,83.72149658,15.46627998,21.4873333,29.8265152,53.21486664,2698.629883
